record_id,Mã Sản Phẩm,Tên sản phẩm,Bán chạy,Ảnh,Ảnh báo giá(1 ảnh rõ sản phẩm),sp ưu tiên,Nhóm công việc,Media,Mô tả,Danh mục,Thể Loại,Đơn vị,Quy CáchGhép SP,Kích thước,Khối lượng (m3),Trọng lượng (tấn),Đá xanh đen,Đá xanh rêu,Đá xám BĐ,Đá GRN đen Ấn Độ,Ghi chú,Video,Link ảnh,GÁN MÃ ẢNH,Link ảnh có mã
recvfYNnn5ugwi,LT01,Lầu thờ,,https://open.larksuite.com/open-apis/drive/v1/medias/TXLHbSlhVomb8oxRj1qlPuu1gUL/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/PgIpbk18qor2w6xxmVElB6SJgc5/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/P5AdbLBckopqaSxoVpjlW2NZgbd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Long đình,bộ,76,"- Chiều dài tổng: 4600mm
- Hộp thờ: 1580mm
- Chiều cao tổng: 3700mm",3.904,11.712,178469000,234240000,292800000,552566000,Lầu thờ 2 mái 2 cánh,,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A30%3A35.980-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LT01,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220844/LT01_hat6mo.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LT01,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220843/LT01_a7uwyg.jpg"
recvfYNnn5g30u,LD12,Long đình đơn,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/N3QWb2K0uorAKjxtq6TlGrXNgKg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Ai2Tbezo7ogEqbxPdvNlNUdMgid/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/OI5FbxQtXo0rCEx2yAOla62yghh/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Long đình,bộ,30,"- Chiều dài tổng: 1950mm
- Hộp thờ: 770mm
- Chiều cao tổng: 2750mm",1.654,4.962,75611000,99240000,124050000,234105000,Long Đình 2 mái 2 cành,,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A30%3A45.513-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD12,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220840/LD12-2_d9qxve.jpg
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD12,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220840/LD12_libel7.jpg"
recvfYNnn5xiFv,LD13,Long đình,,https://open.larksuite.com/open-apis/drive/v1/medias/AIZZbTr2OofT0Mxs2jElKPfOgRc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/IzPobR1gkoRytGxx8YnlIBAAgvd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/LgazbUEovoyAcFxqaKIlXFhvgFg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Long đình,bộ,46,"- Chiều dài tổng: 5000mm
- Hộp thờ: 865mm
- Chiều cao tổng: 3200mm",3.25,9.750,148571000,195000000,243750000,460000000,Long Đình 2 mái 4 cánh,,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A30%3A53.954-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD13,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220834/LD13-2_eg27mh.jpg
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD13,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220835/LD13_qbuzrj.jpg"
recvfYNnn5PHfw,LD14,Long đình,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/V6APbHpoQoxM2vx0WK0l5ekfgie/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/WCdGb1uwRoNl7OxXtRPlSrargEL/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/GS15bFTxgoQaRNxF870lsyyzguc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/BmafbLwhmohzvBxPWi9lxz6vg2d/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/MgVMbRuqhoiiqixhCzslfE4Ygzh/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,PJ056,,Trường Tồn,Long đình,bộ,81,"- Chiều dài tổng: 7000mm
- Hộp thờ: 770mm
- Chiều cao tổng: 3400mm",3.316,9.948,151589000,198960000,248700000,469342000,Long Đình 3 mái 6 cành,https://open.larksuite.com/open-apis/drive/v1/medias/Q1uobTefZoh42RxPdf6l9EKmgAc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A31%3A02.455-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD14,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220842/94_yzh7cq.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD14,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220842/95_kitc1a.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD14,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220842/96_oi6bhz.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD14,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220843/97_cwm9fp.png"
recvfYNnn5tzoZ,LD15,Long đình,,,,,,,,An Tâm,Long đình,bộ,40,"- Chiều dài tổng: 3230mm
- Hộp thờ: 790mm
- Chiều cao tổng: 2710mm",1.563,4.689,64956000,85255000,103434000,211465000,Long Đình 2 mái 2 cành,,,Có,
recvfYNnn5Cle5,LD16,Long đình,,https://open.larksuite.com/open-apis/drive/v1/medias/BoHpbXYhLo0WE5xH6aVl13VYgUc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/AjBvbxVUMouXQFxJ0bxl7sHZg1e/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,An Tâm,Long đình,bộ,50,"- Chiều dài tổng: 5200mm
- Hộp thờ: 730mm
- Chiều cao tổng: 2960mm",2.34,7.020,97247000,127636000,154853000,316588000,Long Đình 2 mái 4 cánh,,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A31%3A11.817-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD16,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220835/LD16_sjsxj0.png"
recvfYNnn5iQ6B,LD17,Long đình,,,,,,,,An Tâm,Long đình,bộ,40,"- Chiều dài tổng: 4440mm
- Hộp thờ: 1150mm
- Chiều cao tổng: 2360mm",2.521,7.563,104769000,137509000,166831000,341076000,Long Đình 1 mái 2 cành,,,Có,
recvfYNnn5QFKP,LD18,Long đình,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/Y27WbWowToOrIWxuiPillT3pgNb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Zjvdbfbalo8TlRxLJmplMH5KgBf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/X7OnbUorLobZ2SxonXzlDc0ugCH/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/QXvhbmqaDoq8SrxDI6El1QZzguf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/TRpwbWFDGoYaBQxCuH5lgSq4g7d/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/KSDAbCD5WoEk46xUUsHlUBWdgnb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/VBBZbm11bolV4lxKxuBllcdCgzb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,PJ047,,Trường Tồn,Long đình,bộ,24,"- Chiều dài tổng: 6770mm
- Hộp thờ: 1300mm
- Chiều cao tổng: 3000mm",3.376,10.128,154331000,202560000,253200000,477834000,Long Đình 1 mái 4 cành,https://open.larksuite.com/open-apis/drive/v1/medias/TU3lbqmelopbsMxnakZlzAqDgth/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A31%3A20.695-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD18,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220854/Thi%E1%BA%BFt_k%E1%BA%BF_ch%C6%B0a_c%C3%B3_t%C3%AAn_41_bcpjok.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD18,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220845/75_zvop2u.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD18,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220846/73_cs0tvl.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD18,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220845/71_vwvqp1.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD18,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220844/74_gch1vt.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD18,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220845/72_kqf0eb.png"
recvgVrOeNSam6,LD19,Long đình,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/BijnbDvLIoQKZ4xCxtOlAabWgmg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/H7QzbPvumoi6L4xPxuLl2DATgTf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/ENzGbA8pdox19XxXmHwlQpY8gzf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/V1jrb37Zzo6K7wxPSbllJDCHgCf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/O2YObqCupot0RBxvr8TlxtRHgyb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Yojfb6Trgooj6Bx1JGslk3vbgbb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/QmPjbzpMDo0ppIxU2W3lTohUgug/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Ul4Xbmaieo5rmDxOt25lw2YYghc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,"PJ060,PJ109",long đình cô hà quảng ninh,Trường Tồn,Long đình,bộ,50,"- Chiều dài tổng: 5000mm
- Hộp thờ: 850mm
- Chiều cao tổng: 3130mm",2.72,8.160,124343000,163200000,204000000,384985000,,https://open.larksuite.com/open-apis/drive/v1/medias/CnvQbdDhLoQO9Mx4eNglNJ4RgMd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD19,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220855/123_oymmfx.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD19,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220855/2_cfqu4w.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD19,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220855/122_wundfk.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD19,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220858/1_r25p09.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD19,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220857/104_igp6hl.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD19,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220858/102_lwh3pd.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD19,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220859/103_xqfkkm.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LD19,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220859/101_ryb8ri.png"
recvkjhRAUanbO,LD25,Long đình,,,,,,,,An Tâm,Long đình,bộ,63,"- Chiều dài tổng: 5000mm
- Hộp thờ: 790mm
- Chiều cao tổng: 2990mm",1.977,5.931,82161000,107836000,130831000,267476000,Long Đình 3 mái 4 cánh,,,,
recvkjlrRATTMj,LD25.1,Long đình,,,,,,,,An Tâm,Long đình,bộ,63,"- Chiều dài tổng: 5200mm
- Hộp thờ: 790mm
- Chiều cao tổng: 2990mm",2.013,6.039,83657000,109800000,133213000,272347000,Long Đình 3 mái 4 cánh,,,,
recvfYNnn5sqq5,LT02,Lầu thờ,,https://open.larksuite.com/open-apis/drive/v1/medias/Mprnbkgtmofj9CxwOh0lFsjIg8e/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/S43wbAHYToqas7xoBYsl7uJ5gcg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Long đình,bộ,80,"- Chiều dài tổng: 8290mm
- Hộp thờ: 1580mm
- Chiều cao tổng: 3360mm",5.323,15.969,243337000,319380000,399225000,753409000,Lầu thờ 2 mái 4 cánh,,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A31%3A29.288-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:LT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220840/1_f83jcw.jpg"
recvhB54SWicO5,LT03,Lầu thờ,,,,,,,,An Tâm,Long đình,bộ,36,"- Chiều dài tổng: 1890mm
- Hộp thờ: 1890mm
- Chiều cao tổng: 3075mm",2.175,6.525,90390000,118636000,143934000,294265000,,,,Có,
recvfYNnn5jeA5,TQ01,Cổng tứ trụ,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/FfHtb3PGBo5JjHxCtS7lCCqvg1e/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/PT5PbzzU9oCPrAxtECxlVZjkgId/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/XxZub2VrnoEpIqxRhIYlzaGUggg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/WsSOb7ZnUoZR62xZwFtlRQiFgWK/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/YjP4bypT5oOhnAxGVkFlDBuQgtb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/WauOb42mpovpAmx9w7ilF0D3guf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,PJ024,,An Tâm,Cổng,bộ,24,"- Thân cột chính: 250x250mm
- Thân cột phụ: 200x200mm
- Đế cột chính: 350x350mm
- Đế cột phụ: 300x300mm
- Chiều cao cột chính: 1860mm",0.57,1.710,23688000,31091000,37721000,77118000,,https://open.larksuite.com/open-apis/drive/v1/medias/HvwGbo9BJoAWFVxeHwcl6c84gaf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A31%3A38.048-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:TQ01,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220837/TQ01_Anh_3_qmr2oz.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:TQ01,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220842/TQ01_Anh_1_mzvn2l.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:TQ01,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220838/31_kn6szz.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:TQ01,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220837/32_fj0ko1.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:TQ01,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220838/33_qtdh28.png"
recvgVkWXvwo6D,TQ01.1,Cổng tứ trụ,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/VMT0bCUGqoBSsgx09yQlkcLng1g/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/RCsDb5XgFoZ2HsxujLJlm5Z9g5G/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/OzxpbsXKZoR8WjxSCbwlrkiEgkf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/TbGdbD1vPoMMzCxzpGhlfeUcgNL/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/FWcmboq4qoSdoIxUJiSlUCSdg2b/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,PJ054,kt và kl tăng lên so với TQ01,Trường Tồn,Cổng,bộ,24,- Chiều cao tổng: 2110mm,0.837,2.511,38263000,50220000,62775000,118468000,,https://open.larksuite.com/open-apis/drive/v1/medias/F66WbrPaPoh9xixLkgmllXO7gcg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A31%3A48.277-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:TQ01.1,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220857/85_fnfxur.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:TQ01.1,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220854/87_hq0udv.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:TQ01.1,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220855/88_x9eg08.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:TQ01.1,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220856/86_mdfgx9.png"
recvfYNnn5LZoF,TQ02,Cổng tứ trụ,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/JjBhbzHNko1KmkxNWeelPX6JgSb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/H34Jb27vJowmsNxeU9Kl9TBQgpf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/VPJSbI2MRoM1qcxrTDmlLOqpgBg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,PJ037,,Trường Tồn,Cổng,bộ,22,"- Thân cột chính: 300x300mm
- Thân cột phụ: 250x250mm
- Đế cột chính:400x400mm
- Đế cột phụ: 350x350mm
- Chiều cao cột chính: 2600mm",1.06,3.180,48457000,63600000,79500000,150031000,,,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A31%3A57.847-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:TQ02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220850/4349663510192940017_d434fd.jpg
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:TQ02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220849/73ca64c7c4b845e61ca9_kywfyf.jpg"
